,L,H,a,b,n,p,inputs_fraction,outputs_fraction_hlt,outputs_fraction_dis,switch_upp,Trajectory_Class
15591,20.0,20.0,0.0,1.0,10.0,1.0,0.5943,1.0,1.0,0.6,A
15592,20.0,20.0,0.0,1.0,10.0,1.0,0.5959,1.0,1.0,0.6,A
15593,20.0,20.0,0.0,1.0,10.0,1.0,0.5915,1.0,1.0,0.6,A
15594,20.0,20.0,0.0,1.0,10.0,1.0,0.6082,1.0,1.0,0.6,A
15595,20.0,20.0,0.0,1.0,10.0,1.0,0.59775,1.0,1.0,0.6,A
15596,20.0,20.0,0.0,1.0,10.0,1.0,0.5972,1.0,1.0,0.6,A
15597,20.0,20.0,0.0,1.0,10.0,1.0,0.58945,1.0,1.0,0.6,A
15598,20.0,20.0,0.0,1.0,10.0,1.0,0.5999,1.0,1.0,0.6,A
15599,20.0,20.0,0.0,1.0,10.0,1.0,0.59005,1.0,1.0,0.6,A
15600,20.0,20.0,0.0,1.0,10.0,1.0,0.59015,1.0,1.0,0.6,A
15601,20.0,20.0,0.0,1.0,10.0,1.0,0.69755,1.0,1.0,0.7,A
15602,20.0,20.0,0.0,1.0,10.0,1.0,0.6941,1.0,1.0,0.7,A
15603,20.0,20.0,0.0,1.0,10.0,1.0,0.7056,1.0,1.0,0.7,A
15604,20.0,20.0,0.0,1.0,10.0,1.0,0.69005,1.0,1.0,0.7,A
15605,20.0,20.0,0.0,1.0,10.0,1.0,0.705,1.0,1.0,0.7,A
15606,20.0,20.0,0.0,1.0,10.0,1.0,0.7055,1.0,1.0,0.7,A
15607,20.0,20.0,0.0,1.0,10.0,1.0,0.70975,1.0,1.0,0.7,A
15608,20.0,20.0,0.0,1.0,10.0,1.0,0.70675,1.0,1.0,0.7,A
15609,20.0,20.0,0.0,1.0,10.0,1.0,0.70445,1.0,0.95,0.7,B
15610,20.0,20.0,0.0,1.0,10.0,1.0,0.69455,1.0,1.0,0.7,A
15611,20.0,20.0,0.0,1.0,10.0,1.0,0.71325,1.0,1.0,0.7,A
15612,20.0,20.0,0.0,1.0,10.0,1.0,0.7101,1.0,0.9,0.7,B
15613,20.0,20.0,0.0,1.0,10.0,1.0,0.7104,1.0,1.0,0.7,A
15614,20.0,20.0,0.0,1.0,10.0,1.0,0.7042,1.0,1.0,0.7,A
15615,20.0,20.0,0.0,1.0,10.0,1.0,0.70295,1.0,1.0,0.7,A
15616,20.0,20.0,0.0,1.0,10.0,1.0,0.7078,1.0,1.0,0.7,A
15617,20.0,20.0,0.0,1.0,10.0,1.0,0.69325,1.0,1.0,0.7,A
15618,20.0,20.0,0.0,1.0,10.0,1.0,0.703,1.0,1.0,0.7,A
15619,20.0,20.0,0.0,1.0,10.0,1.0,0.69175,1.0,1.0,0.7,A
15620,20.0,20.0,0.0,1.0,10.0,1.0,0.6954,1.0,1.0,0.7,A
15621,20.0,20.0,0.0,1.0,10.0,1.0,0.71115,1.0,0.95,0.7,B
15622,20.0,20.0,0.0,1.0,10.0,1.0,0.7058,1.0,1.0,0.7,A
15623,20.0,20.0,0.0,1.0,10.0,1.0,0.69535,1.0,1.0,0.7,A
15624,20.0,20.0,0.0,1.0,10.0,1.0,0.70985,1.0,1.0,0.7,A
15625,20.0,20.0,0.0,1.0,10.0,1.0,0.7093,1.0,1.0,0.7,A
15626,20.0,20.0,0.0,1.0,10.0,1.0,0.7232,1.0,1.0,0.7,A
15627,20.0,20.0,0.0,1.0,10.0,1.0,0.6879,1.0,1.0,0.7,A
15628,20.0,20.0,0.0,1.0,10.0,1.0,0.70325,1.0,0.9,0.7,B
15629,20.0,20.0,0.0,1.0,10.0,1.0,0.6988,1.0,0.95,0.7,B
15630,20.0,20.0,0.0,1.0,10.0,1.0,0.70825,1.0,1.0,0.7,A
15631,20.0,20.0,0.0,1.0,10.0,1.0,0.6941,1.0,1.0,0.7,A
15632,20.0,20.0,0.0,1.0,10.0,1.0,0.70935,1.0,1.0,0.7,A
15633,20.0,20.0,0.0,1.0,10.0,1.0,0.70365,1.0,1.0,0.7,A
15634,20.0,20.0,0.0,1.0,10.0,1.0,0.707,1.0,1.0,0.7,A
15635,20.0,20.0,0.0,1.0,10.0,1.0,0.6908,1.0,1.0,0.7,A
15636,20.0,20.0,0.0,1.0,10.0,1.0,0.70475,1.0,1.0,0.7,A
15637,20.0,20.0,0.0,1.0,10.0,1.0,0.7045,1.0,1.0,0.7,A
15638,20.0,20.0,0.0,1.0,10.0,1.0,0.68355,1.0,1.0,0.7,A
15639,20.0,20.0,0.0,1.0,10.0,1.0,0.71865,1.0,1.0,0.7,A
15640,20.0,20.0,0.0,1.0,10.0,1.0,0.69125,1.0,1.0,0.7,A
15641,20.0,20.0,0.0,1.0,10.0,1.0,0.6984,1.0,1.0,0.7,A
15642,20.0,20.0,0.0,1.0,10.0,1.0,0.6887,1.0,1.0,0.7,A
15643,20.0,20.0,0.0,1.0,10.0,1.0,0.70205,1.0,1.0,0.7,A
15644,20.0,20.0,0.0,1.0,10.0,1.0,0.7069,1.0,1.0,0.7,A
15645,20.0,20.0,0.0,1.0,10.0,1.0,0.7007,1.0,1.0,0.7,A
15646,20.0,20.0,0.0,1.0,10.0,1.0,0.69145,1.0,0.85,0.7,B
15647,20.0,20.0,0.0,1.0,10.0,1.0,0.69785,1.0,1.0,0.7,A
15648,20.0,20.0,0.0,1.0,10.0,1.0,0.71835,1.0,1.0,0.7,A
15649,20.0,20.0,0.0,1.0,10.0,1.0,0.6882,1.0,1.0,0.7,A
15650,20.0,20.0,0.0,1.0,10.0,1.0,0.71525,1.0,1.0,0.7,A
15651,20.0,20.0,0.0,1.0,10.0,1.0,0.71215,1.0,1.0,0.7,A
15652,20.0,20.0,0.0,1.0,10.0,1.0,0.69005,1.0,0.9,0.7,B
15653,20.0,20.0,0.0,1.0,10.0,1.0,0.68255,1.0,0.9,0.7,B
15654,20.0,20.0,0.0,1.0,10.0,1.0,0.69315,1.0,1.0,0.7,A
15655,20.0,20.0,0.0,1.0,10.0,1.0,0.70505,1.0,0.85,0.7,B
15656,20.0,20.0,0.0,1.0,10.0,1.0,0.69685,1.0,0.95,0.7,B
15657,20.0,20.0,0.0,1.0,10.0,1.0,0.7061499999999999,1.0,1.0,0.7,A
15658,20.0,20.0,0.0,1.0,10.0,1.0,0.6937,1.0,1.0,0.7,A
15659,20.0,20.0,0.0,1.0,10.0,1.0,0.69725,1.0,0.85,0.7,B
15660,20.0,20.0,0.0,1.0,10.0,1.0,0.692,1.0,1.0,0.7,A
15661,20.0,20.0,0.0,1.0,10.0,1.0,0.68515,1.0,1.0,0.7,A
15662,20.0,20.0,0.0,1.0,10.0,1.0,0.70775,1.0,1.0,0.7,A
15663,20.0,20.0,0.0,1.0,10.0,1.0,0.72005,1.0,0.9,0.7,B
15664,20.0,20.0,0.0,1.0,10.0,1.0,0.6931,1.0,1.0,0.7,A
15665,20.0,20.0,0.0,1.0,10.0,1.0,0.6964,1.0,1.0,0.7,A
15666,20.0,20.0,0.0,1.0,10.0,1.0,0.6897,1.0,1.0,0.7,A
15667,20.0,20.0,0.0,1.0,10.0,1.0,0.6939,1.0,1.0,0.7,A
15668,20.0,20.0,0.0,1.0,10.0,1.0,0.69525,1.0,1.0,0.7,A
15669,20.0,20.0,0.0,1.0,10.0,1.0,0.708,1.0,1.0,0.7,A
15670,20.0,20.0,0.0,1.0,10.0,1.0,0.70505,1.0,1.0,0.7,A
15671,20.0,20.0,0.0,1.0,10.0,1.0,0.69575,1.0,1.0,0.7,A
15672,20.0,20.0,0.0,1.0,10.0,1.0,0.7112,1.0,1.0,0.7,A
15673,20.0,20.0,0.0,1.0,10.0,1.0,0.7213,1.0,1.0,0.7,A
15674,20.0,20.0,0.0,1.0,10.0,1.0,0.6949,1.0,1.0,0.7,A
15675,20.0,20.0,0.0,1.0,10.0,1.0,0.69615,1.0,1.0,0.7,A
15676,20.0,20.0,0.0,1.0,10.0,1.0,0.7139,1.0,0.85,0.7,B
15677,20.0,20.0,0.0,1.0,10.0,1.0,0.7158,1.0,1.0,0.7,A
15678,20.0,20.0,0.0,1.0,10.0,1.0,0.70525,1.0,1.0,0.7,A
15679,20.0,20.0,0.0,1.0,10.0,1.0,0.6999,1.0,0.85,0.7,B
15680,20.0,20.0,0.0,1.0,10.0,1.0,0.7108,1.0,1.0,0.7,A
15681,20.0,20.0,0.0,1.0,10.0,1.0,0.7028,1.0,1.0,0.7,A
15682,20.0,20.0,0.0,1.0,10.0,1.0,0.7019,1.0,0.9,0.7,B
15683,20.0,20.0,0.0,1.0,10.0,1.0,0.69605,1.0,1.0,0.7,A
15684,20.0,20.0,0.0,1.0,10.0,1.0,0.69855,1.0,1.0,0.7,A
15685,20.0,20.0,0.0,1.0,10.0,1.0,0.699,1.0,1.0,0.7,A
15686,20.0,20.0,0.0,1.0,10.0,1.0,0.69535,1.0,1.0,0.7,A
15687,20.0,20.0,0.0,1.0,10.0,1.0,0.68155,1.0,1.0,0.7,A
15688,20.0,20.0,0.0,1.0,10.0,1.0,0.70775,1.0,1.0,0.7,A
15689,20.0,20.0,0.0,1.0,10.0,1.0,0.69735,1.0,1.0,0.7,A
15690,20.0,20.0,0.0,1.0,10.0,1.0,0.69025,1.0,0.9,0.7,B
15691,20.0,20.0,0.0,1.0,10.0,1.0,0.69,1.0,1.0,0.7,A
15692,20.0,20.0,0.0,1.0,10.0,1.0,0.69155,1.0,1.0,0.7,A
15693,20.0,20.0,0.0,1.0,10.0,1.0,0.69605,1.0,0.9,0.7,B
15694,20.0,20.0,0.0,1.0,10.0,1.0,0.706,1.0,1.0,0.7,A
15695,20.0,20.0,0.0,1.0,10.0,1.0,0.70415,1.0,0.9,0.7,B
15696,20.0,20.0,0.0,1.0,10.0,1.0,0.7222,1.0,1.0,0.7,A
15697,20.0,20.0,0.0,1.0,10.0,1.0,0.685,1.0,1.0,0.7,A
15698,20.0,20.0,0.0,1.0,10.0,1.0,0.69725,1.0,1.0,0.7,A
15699,20.0,20.0,0.0,1.0,10.0,1.0,0.7099,1.0,0.9,0.7,B
15700,20.0,20.0,0.0,1.0,10.0,1.0,0.692,1.0,1.0,0.7,A
15701,20.0,20.0,0.0,1.0,10.0,1.0,0.8053,1.0,0.95,0.8,B
15702,20.0,20.0,0.0,1.0,10.0,1.0,0.81755,1.0,1.0,0.8,A
15703,20.0,20.0,0.0,1.0,10.0,1.0,0.8015,1.0,1.0,0.8,A
15704,20.0,20.0,0.0,1.0,10.0,1.0,0.8011,1.0,1.0,0.8,A
15705,20.0,20.0,0.0,1.0,10.0,1.0,0.81075,1.0,0.95,0.8,B
15706,20.0,20.0,0.0,1.0,10.0,1.0,0.7936,1.0,1.0,0.8,A
15707,20.0,20.0,0.0,1.0,10.0,1.0,0.80115,1.0,1.0,0.8,A
15708,20.0,20.0,0.0,1.0,10.0,1.0,0.8069500000000001,1.0,0.85,0.8,B
15709,20.0,20.0,0.0,1.0,10.0,1.0,0.8024,1.0,1.0,0.8,A
15710,20.0,20.0,0.0,1.0,10.0,1.0,0.78815,1.0,1.0,0.8,A
15711,20.0,20.0,0.0,1.0,10.0,1.0,0.80815,1.0,1.0,0.8,A
15712,20.0,20.0,0.0,1.0,10.0,1.0,0.7918,1.0,1.0,0.8,A
15713,20.0,20.0,0.0,1.0,10.0,1.0,0.78485,1.0,1.0,0.8,A
15714,20.0,20.0,0.0,1.0,10.0,1.0,0.79965,1.0,1.0,0.8,A
15715,20.0,20.0,0.0,1.0,10.0,1.0,0.80975,1.0,1.0,0.8,A
15716,20.0,20.0,0.0,1.0,10.0,1.0,0.8076,1.0,1.0,0.8,A
15717,20.0,20.0,0.0,1.0,10.0,1.0,0.7835,1.0,0.9,0.8,B
15718,20.0,20.0,0.0,1.0,10.0,1.0,0.80485,1.0,1.0,0.8,A
15719,20.0,20.0,0.0,1.0,10.0,1.0,0.80785,1.0,0.8,0.8,B
15720,20.0,20.0,0.0,1.0,10.0,1.0,0.79945,1.0,0.75,0.8,B
15721,20.0,20.0,0.0,1.0,10.0,1.0,0.81145,1.0,1.0,0.8,A
15722,20.0,20.0,0.0,1.0,10.0,1.0,0.8037,1.0,1.0,0.8,A
15723,20.0,20.0,0.0,1.0,10.0,1.0,0.8027,1.0,1.0,0.8,A
15724,20.0,20.0,0.0,1.0,10.0,1.0,0.80105,1.0,1.0,0.8,A
15725,20.0,20.0,0.0,1.0,10.0,1.0,0.7997,1.0,1.0,0.8,A
15726,20.0,20.0,0.0,1.0,10.0,1.0,0.80575,1.0,1.0,0.8,A
15727,20.0,20.0,0.0,1.0,10.0,1.0,0.80005,1.0,1.0,0.8,A
15728,20.0,20.0,0.0,1.0,10.0,1.0,0.79495,1.0,1.0,0.8,A
15729,20.0,20.0,0.0,1.0,10.0,1.0,0.8103,1.0,1.0,0.8,A
15730,20.0,20.0,0.0,1.0,10.0,1.0,0.8062,1.0,0.85,0.8,B
15731,20.0,20.0,0.0,1.0,10.0,1.0,0.8139,1.0,1.0,0.8,A
15732,20.0,20.0,0.0,1.0,10.0,1.0,0.7924,1.0,1.0,0.8,A
15733,20.0,20.0,0.0,1.0,10.0,1.0,0.8041,1.0,1.0,0.8,A
15734,20.0,20.0,0.0,1.0,10.0,1.0,0.799,1.0,1.0,0.8,A
15735,20.0,20.0,0.0,1.0,10.0,1.0,0.7966,1.0,1.0,0.8,A
15736,20.0,20.0,0.0,1.0,10.0,1.0,0.8054,1.0,1.0,0.8,A
15737,20.0,20.0,0.0,1.0,10.0,1.0,0.80315,1.0,1.0,0.8,A
15738,20.0,20.0,0.0,1.0,10.0,1.0,0.8,1.0,1.0,0.8,A
15739,20.0,20.0,0.0,1.0,10.0,1.0,0.81005,1.0,0.9,0.8,B
15740,20.0,20.0,0.0,1.0,10.0,1.0,0.80685,1.0,1.0,0.8,A
15741,20.0,20.0,0.0,1.0,10.0,1.0,0.81615,1.0,1.0,0.8,A
15742,20.0,20.0,0.0,1.0,10.0,1.0,0.79635,1.0,1.0,0.8,A
15743,20.0,20.0,0.0,1.0,10.0,1.0,0.799,1.0,1.0,0.8,A
15744,20.0,20.0,0.0,1.0,10.0,1.0,0.8057,1.0,0.85,0.8,B
15745,20.0,20.0,0.0,1.0,10.0,1.0,0.79925,1.0,1.0,0.8,A
15746,20.0,20.0,0.0,1.0,10.0,1.0,0.7979,1.0,1.0,0.8,A
15747,20.0,20.0,0.0,1.0,10.0,1.0,0.7971,1.0,0.9,0.8,B
15748,20.0,20.0,0.0,1.0,10.0,1.0,0.7934,1.0,1.0,0.8,A
15749,20.0,20.0,0.0,1.0,10.0,1.0,0.8001,1.0,1.0,0.8,A
15750,20.0,20.0,0.0,1.0,10.0,1.0,0.8077,1.0,1.0,0.8,A
15751,20.0,20.0,0.0,1.0,10.0,1.0,0.7956,1.0,1.0,0.8,A
15752,20.0,20.0,0.0,1.0,10.0,1.0,0.79525,1.0,1.0,0.8,A
15753,20.0,20.0,0.0,1.0,10.0,1.0,0.8021,1.0,1.0,0.8,A
15754,20.0,20.0,0.0,1.0,10.0,1.0,0.7879,1.0,1.0,0.8,A
15755,20.0,20.0,0.0,1.0,10.0,1.0,0.8018,1.0,1.0,0.8,A
15756,20.0,20.0,0.0,1.0,10.0,1.0,0.81055,1.0,1.0,0.8,A
15757,20.0,20.0,0.0,1.0,10.0,1.0,0.8003,1.0,1.0,0.8,A
15758,20.0,20.0,0.0,1.0,10.0,1.0,0.80575,1.0,0.95,0.8,B
15759,20.0,20.0,0.0,1.0,10.0,1.0,0.79765,1.0,1.0,0.8,A
15760,20.0,20.0,0.0,1.0,10.0,1.0,0.79565,1.0,0.8,0.8,B
15761,20.0,20.0,0.0,1.0,10.0,1.0,0.80785,1.0,0.9,0.8,B
15762,20.0,20.0,0.0,1.0,10.0,1.0,0.7933,1.0,1.0,0.8,A
15763,20.0,20.0,0.0,1.0,10.0,1.0,0.80925,1.0,1.0,0.8,A
15764,20.0,20.0,0.0,1.0,10.0,1.0,0.7976,1.0,1.0,0.8,A
15765,20.0,20.0,0.0,1.0,10.0,1.0,0.80515,1.0,1.0,0.8,A
15766,20.0,20.0,0.0,1.0,10.0,1.0,0.808,1.0,1.0,0.8,A
15767,20.0,20.0,0.0,1.0,10.0,1.0,0.80305,1.0,1.0,0.8,A
15768,20.0,20.0,0.0,1.0,10.0,1.0,0.8051,1.0,1.0,0.8,A
15769,20.0,20.0,0.0,1.0,10.0,1.0,0.8075,1.0,1.0,0.8,A
15770,20.0,20.0,0.0,1.0,10.0,1.0,0.80255,1.0,0.9,0.8,B
15771,20.0,20.0,0.0,1.0,10.0,1.0,0.79375,1.0,1.0,0.8,A
15772,20.0,20.0,0.0,1.0,10.0,1.0,0.79075,1.0,1.0,0.8,A
15773,20.0,20.0,0.0,1.0,10.0,1.0,0.78225,1.0,1.0,0.8,A
15774,20.0,20.0,0.0,1.0,10.0,1.0,0.81085,1.0,1.0,0.8,A
15775,20.0,20.0,0.0,1.0,10.0,1.0,0.8032,1.0,1.0,0.8,A
15776,20.0,20.0,0.0,1.0,10.0,1.0,0.8044,1.0,1.0,0.8,A
15777,20.0,20.0,0.0,1.0,10.0,1.0,0.78525,1.0,1.0,0.8,A
15778,20.0,20.0,0.0,1.0,10.0,1.0,0.7889,1.0,1.0,0.8,A
15779,20.0,20.0,0.0,1.0,10.0,1.0,0.8012,1.0,1.0,0.8,A
15780,20.0,20.0,0.0,1.0,10.0,1.0,0.80865,1.0,1.0,0.8,A
15781,20.0,20.0,0.0,1.0,10.0,1.0,0.80335,1.0,1.0,0.8,A
15782,20.0,20.0,0.0,1.0,10.0,1.0,0.7934,1.0,1.0,0.8,A
15783,20.0,20.0,0.0,1.0,10.0,1.0,0.81455,1.0,0.9,0.8,B
15784,20.0,20.0,0.0,1.0,10.0,1.0,0.80675,1.0,1.0,0.8,A
15785,20.0,20.0,0.0,1.0,10.0,1.0,0.81195,1.0,1.0,0.8,A
15786,20.0,20.0,0.0,1.0,10.0,1.0,0.80535,1.0,1.0,0.8,A
15787,20.0,20.0,0.0,1.0,10.0,1.0,0.8046,1.0,1.0,0.8,A
15788,20.0,20.0,0.0,1.0,10.0,1.0,0.8051,1.0,1.0,0.8,A
15789,20.0,20.0,0.0,1.0,10.0,1.0,0.7942,1.0,0.9,0.8,B
15790,20.0,20.0,0.0,1.0,10.0,1.0,0.8039,1.0,1.0,0.8,A
15791,20.0,20.0,0.0,1.0,10.0,1.0,0.78615,1.0,1.0,0.8,A
15792,20.0,20.0,0.0,1.0,10.0,1.0,0.82015,1.0,1.0,0.8,A
15793,20.0,20.0,0.0,1.0,10.0,1.0,0.79805,1.0,1.0,0.8,A
15794,20.0,20.0,0.0,1.0,10.0,1.0,0.8190500000000001,1.0,1.0,0.8,A
15795,20.0,20.0,0.0,1.0,10.0,1.0,0.80175,1.0,0.8,0.8,B
15796,20.0,20.0,0.0,1.0,10.0,1.0,0.79155,1.0,1.0,0.8,A
15797,20.0,20.0,0.0,1.0,10.0,1.0,0.79605,1.0,1.0,0.8,A
15798,20.0,20.0,0.0,1.0,10.0,1.0,0.80385,1.0,1.0,0.8,A
15799,20.0,20.0,0.0,1.0,10.0,1.0,0.79025,1.0,0.85,0.8,B
15800,20.0,20.0,0.0,1.0,10.0,1.0,0.79545,1.0,1.0,0.8,A
15801,20.0,20.0,0.0,1.0,10.0,1.0,0.9095,1.0,1.0,0.9,A
15802,20.0,20.0,0.0,1.0,10.0,1.0,0.89325,1.0,1.0,0.9,A
15803,20.0,20.0,0.0,1.0,10.0,1.0,0.90455,1.0,0.85,0.9,B
15804,20.0,20.0,0.0,1.0,10.0,1.0,0.9037999999999999,1.0,1.0,0.9,A
15805,20.0,20.0,0.0,1.0,10.0,1.0,0.9031,1.0,1.0,0.9,A
15806,20.0,20.0,0.0,1.0,10.0,1.0,0.8878,1.0,1.0,0.9,A
15807,20.0,20.0,0.0,1.0,10.0,1.0,0.88715,1.0,1.0,0.9,A
15808,20.0,20.0,0.0,1.0,10.0,1.0,0.8992,1.0,1.0,0.9,A
15809,20.0,20.0,0.0,1.0,10.0,1.0,0.90715,1.0,1.0,0.9,A
15810,20.0,20.0,0.0,1.0,10.0,1.0,0.91055,1.0,1.0,0.9,A
15811,20.0,20.0,0.0,1.0,10.0,1.0,0.892,1.0,1.0,0.9,A
15812,20.0,20.0,0.0,1.0,10.0,1.0,0.89605,1.0,1.0,0.9,A
15813,20.0,20.0,0.0,1.0,10.0,1.0,0.8855,1.0,0.95,0.9,B
15814,20.0,20.0,0.0,1.0,10.0,1.0,0.91175,1.0,0.85,0.9,B
15815,20.0,20.0,0.0,1.0,10.0,1.0,0.89755,1.0,1.0,0.9,A
15816,20.0,20.0,0.0,1.0,10.0,1.0,0.9082,1.0,1.0,0.9,A
15817,20.0,20.0,0.0,1.0,10.0,1.0,0.89615,1.0,0.9,0.9,B
15818,20.0,20.0,0.0,1.0,10.0,1.0,0.90535,1.0,1.0,0.9,A
15819,20.0,20.0,0.0,1.0,10.0,1.0,0.90825,1.0,1.0,0.9,A
15820,20.0,20.0,0.0,1.0,10.0,1.0,0.8891,1.0,1.0,0.9,A
15821,20.0,20.0,0.0,1.0,10.0,1.0,0.90515,1.0,1.0,0.9,A
15822,20.0,20.0,0.0,1.0,10.0,1.0,0.90385,1.0,1.0,0.9,A
15823,20.0,20.0,0.0,1.0,10.0,1.0,0.90905,1.0,1.0,0.9,A
15824,20.0,20.0,0.0,1.0,10.0,1.0,0.90975,1.0,1.0,0.9,A
15825,20.0,20.0,0.0,1.0,10.0,1.0,0.89595,1.0,1.0,0.9,A
15826,20.0,20.0,0.0,1.0,10.0,1.0,0.91135,1.0,1.0,0.9,A
15827,20.0,20.0,0.0,1.0,10.0,1.0,0.90025,1.0,1.0,0.9,A
15828,20.0,20.0,0.0,1.0,10.0,1.0,0.90085,1.0,1.0,0.9,A
15829,20.0,20.0,0.0,1.0,10.0,1.0,0.8964,1.0,1.0,0.9,A
15830,20.0,20.0,0.0,1.0,10.0,1.0,0.90545,1.0,1.0,0.9,A
15831,20.0,20.0,0.0,1.0,10.0,1.0,0.90605,1.0,1.0,0.9,A
15832,20.0,20.0,0.0,1.0,10.0,1.0,0.9007499999999999,1.0,0.9,0.9,B
15833,20.0,20.0,0.0,1.0,10.0,1.0,0.8963,1.0,1.0,0.9,A
15834,20.0,20.0,0.0,1.0,10.0,1.0,0.9112,1.0,1.0,0.9,A
15835,20.0,20.0,0.0,1.0,10.0,1.0,0.90115,1.0,0.85,0.9,B
15836,20.0,20.0,0.0,1.0,10.0,1.0,0.90355,1.0,0.9,0.9,B
15837,20.0,20.0,0.0,1.0,10.0,1.0,0.89765,1.0,0.95,0.9,B
15838,20.0,20.0,0.0,1.0,10.0,1.0,0.90435,1.0,1.0,0.9,A
15839,20.0,20.0,0.0,1.0,10.0,1.0,0.8986,1.0,1.0,0.9,A
15840,20.0,20.0,0.0,1.0,10.0,1.0,0.90165,1.0,1.0,0.9,A
15841,20.0,20.0,0.0,1.0,10.0,1.0,0.90695,1.0,1.0,0.9,A
15842,20.0,20.0,0.0,1.0,10.0,1.0,0.9075,1.0,0.95,0.9,B
15843,20.0,20.0,0.0,1.0,10.0,1.0,0.90215,1.0,1.0,0.9,A
15844,20.0,20.0,0.0,1.0,10.0,1.0,0.90185,1.0,1.0,0.9,A
15845,20.0,20.0,0.0,1.0,10.0,1.0,0.8986,1.0,0.9,0.9,B
15846,20.0,20.0,0.0,1.0,10.0,1.0,0.8976999999999999,1.0,0.95,0.9,B
15847,20.0,20.0,0.0,1.0,10.0,1.0,0.9015,1.0,1.0,0.9,A
15848,20.0,20.0,0.0,1.0,10.0,1.0,0.8946999999999999,1.0,1.0,0.9,A
15849,20.0,20.0,0.0,1.0,10.0,1.0,0.8948,1.0,0.9,0.9,B
15850,20.0,20.0,0.0,1.0,10.0,1.0,0.9024,1.0,1.0,0.9,A
15851,20.0,20.0,0.0,1.0,10.0,1.0,0.89435,1.0,1.0,0.9,A
15852,20.0,20.0,0.0,1.0,10.0,1.0,0.90035,1.0,1.0,0.9,A
15853,20.0,20.0,0.0,1.0,10.0,1.0,0.9017,1.0,0.95,0.9,B
15854,20.0,20.0,0.0,1.0,10.0,1.0,0.90345,1.0,0.85,0.9,B
15855,20.0,20.0,0.0,1.0,10.0,1.0,0.8909,1.0,0.9,0.9,B
15856,20.0,20.0,0.0,1.0,10.0,1.0,0.898,1.0,1.0,0.9,A
15857,20.0,20.0,0.0,1.0,10.0,1.0,0.9033,1.0,0.9,0.9,B
15858,20.0,20.0,0.0,1.0,10.0,1.0,0.9019,1.0,1.0,0.9,A
15859,20.0,20.0,0.0,1.0,10.0,1.0,0.9037499999999999,1.0,1.0,0.9,A
15860,20.0,20.0,0.0,1.0,10.0,1.0,0.8947,1.0,1.0,0.9,A
15861,20.0,20.0,0.0,1.0,10.0,1.0,0.90555,1.0,0.95,0.9,B
15862,20.0,20.0,0.0,1.0,10.0,1.0,0.90005,1.0,1.0,0.9,A
15863,20.0,20.0,0.0,1.0,10.0,1.0,0.9127,1.0,1.0,0.9,A
15864,20.0,20.0,0.0,1.0,10.0,1.0,0.90105,1.0,1.0,0.9,A
15865,20.0,20.0,0.0,1.0,10.0,1.0,0.9022,1.0,0.8,0.9,B
15866,20.0,20.0,0.0,1.0,10.0,1.0,0.90345,1.0,0.85,0.9,B
15867,20.0,20.0,0.0,1.0,10.0,1.0,0.89485,1.0,1.0,0.9,A
15868,20.0,20.0,0.0,1.0,10.0,1.0,0.9039,1.0,0.8,0.9,B
15869,20.0,20.0,0.0,1.0,10.0,1.0,0.89335,1.0,0.9,0.9,B
15870,20.0,20.0,0.0,1.0,10.0,1.0,0.9091,1.0,1.0,0.9,A
15871,20.0,20.0,0.0,1.0,10.0,1.0,0.90095,1.0,1.0,0.9,A
15872,20.0,20.0,0.0,1.0,10.0,1.0,0.9027499999999999,1.0,1.0,0.9,A
15873,20.0,20.0,0.0,1.0,10.0,1.0,0.90115,1.0,1.0,0.9,A
15874,20.0,20.0,0.0,1.0,10.0,1.0,0.90525,1.0,1.0,0.9,A
15875,20.0,20.0,0.0,1.0,10.0,1.0,0.90495,1.0,1.0,0.9,A
15876,20.0,20.0,0.0,1.0,10.0,1.0,0.90055,1.0,1.0,0.9,A
15877,20.0,20.0,0.0,1.0,10.0,1.0,0.8833,1.0,1.0,0.9,A
15878,20.0,20.0,0.0,1.0,10.0,1.0,0.9036,1.0,0.85,0.9,B
15879,20.0,20.0,0.0,1.0,10.0,1.0,0.8937,1.0,1.0,0.9,A
15880,20.0,20.0,0.0,1.0,10.0,1.0,0.89495,1.0,1.0,0.9,A
15881,20.0,20.0,0.0,1.0,10.0,1.0,0.8931,1.0,1.0,0.9,A
15882,20.0,20.0,0.0,1.0,10.0,1.0,0.89845,1.0,1.0,0.9,A
15883,20.0,20.0,0.0,1.0,10.0,1.0,0.8979,1.0,1.0,0.9,A
15884,20.0,20.0,0.0,1.0,10.0,1.0,0.9009,1.0,1.0,0.9,A
15885,20.0,20.0,0.0,1.0,10.0,1.0,0.9081,1.0,1.0,0.9,A
15886,20.0,20.0,0.0,1.0,10.0,1.0,0.8927,1.0,1.0,0.9,A
15887,20.0,20.0,0.0,1.0,10.0,1.0,0.9008,1.0,1.0,0.9,A
15888,20.0,20.0,0.0,1.0,10.0,1.0,0.8936,1.0,1.0,0.9,A
15889,20.0,20.0,0.0,1.0,10.0,1.0,0.9013,1.0,0.95,0.9,B
15890,20.0,20.0,0.0,1.0,10.0,1.0,0.8887,1.0,1.0,0.9,A
15891,20.0,20.0,0.0,1.0,10.0,1.0,0.89845,1.0,1.0,0.9,A
15892,20.0,20.0,0.0,1.0,10.0,1.0,0.8944,1.0,1.0,0.9,A
